class_type,wristX,wristY,wristZ,thumb_CmcX,thumb_CmcY,thumb_CmcZ,thumb_McpX,thumb_McpY,thumb_McpZ,thumb_IpX,thumb_IpY,thumb_IpZ,thumb_TipX,thumb_TipY,thumb_TipZ,index_McpX,index_McpY,index_McpZ,index_PipX,index_PipY,index_PipZ,index_DipX,index_DipY,index_DipZ,index_TipX,index_TipY,index_TipZ,middle_McpX,middle_McpY,middle_McpZ,middle_PipX,middle_PipY,middle_PipZ,middle_DipX,middle_DipY,middle_DipZ,middle_TipX,middle_TipY,middle_TipZ,ring_McpX,ring_McpY,ring_McpZ,ring_PipX,ring_PipY,ring_PipZ,ring_DipX,ring_DipY,ring_DipZ,ring_TipX,ring_TipY,ring_TipZ,pinky_McpX,pinky_McpY,pinky_McpZ,pinky_PipX,pinky_PipY,pinky_PipZ,pinky_DipX,pinky_DipY,pinky_DipZ,pinky_TipX,pinky_TipY,pinky_TipZ
N,861.9046807289124,1402.5969505310059,-0.00024544671759940684,709.4509601593018,1241.385817527771,-0.035977553576231,669.9894666671753,968.0064916610718,-0.050882525742053986,823.621392250061,793.9759492874146,-0.06996118277311325,1006.6604614257812,727.0032167434692,-0.07062463462352753,743.3189153671265,867.7685856819153,-0.0062346067279577255,705.5203914642334,659.9479913711548,-0.09192002564668655,734.0467572212219,795.6969141960144,-0.1310432255268097,758.8233947753906,924.8642325401306,-0.13933132588863373,902.3918509483337,897.0978260040283,-0.02933412417769432,908.234715461731,640.1442289352417,-0.13707013428211212,897.7379202842712,749.5255470275879,-0.19641529023647308,858.1773638725281,894.1836953163147,-0.2231074720621109,1048.0259656906128,954.4106721878052,-0.06237383559346199,1043.4880256652832,832.9517841339111,-0.17705172300338745,958.3429098129272,1027.967095375061,-0.19793382287025452,876.562774181366,1194.2027807235718,-0.1827450692653656,1188.408374786377,1033.762812614441,-0.09484641999006271,1167.8181886672974,926.3319969177246,-0.1752464920282364,1079.2431831359863,1057.2950839996338,-0.17736151814460754,1004.5181512832642,1160.1719856262207,-0.1588951200246811
N,1101.2336015701294,985.7582449913025,9.494715777691454e-05,1116.874098777771,1098.856806755066,-0.174234539270401,1070.2989101409912,1178.336262702942,-0.30008411407470703,1005.05530834198,1229.650378227234,-0.39286959171295166,987.834095954895,1270.1834440231323,-0.4739511013031006,1144.913673400879,1143.0225372314453,-0.31906360387802124,1063.0615949630737,1219.086766242981,-0.4957959055900574,994.6349859237671,1266.5700912475586,-0.6011903882026672,934.539258480072,1298.30801486969,-0.6650164127349854,1102.778434753418,1106.4947843551636,-0.28569355607032776,1025.7397890090942,1181.8517446517944,-0.5113147497177124,959.238588809967,1205.1773071289062,-0.6478476524353027,916.379988193512,1229.9727201461792,-0.7267011404037476,1045.856237411499,1075.8063793182373,-0.2542615830898285,929.5156002044678,1126.193881034851,-0.41174474358558655,911.2478494644165,1061.3642930984497,-0.40244802832603455,929.0317893028259,1038.020372390747,-0.36898094415664673,983.6717247962952,1041.2250757217407,-0.23577240109443665,888.291597366333,1094.617247581482,-0.34348011016845703,870.333194732666,1055.9940338134766,-0.3533853590488434,885.7850432395935,1035.0918769836426,-0.33661985397338867
N,802.5669455528259,1324.2175579071045,-0.00022826946224085987,581.4609527587891,1238.3427619934082,-0.15969756245613098,426.6640841960907,1007.8372955322266,-0.285582035779953,452.0501494407654,862.9730939865112,-0.4084165096282959,600.2972722053528,841.3646817207336,-0.5033731460571289,531.9144129753113,648.9035487174988,-0.20189739763736725,470.7359969615936,474.75486993789673,-0.3703440725803375,485.71667075157166,711.286187171936,-0.39635786414146423,516.470193862915,853.7942171096802,-0.3829653263092041,748.408854007721,674.6096014976501,-0.21016551554203033,728.6096811294556,515.3242945671082,-0.4402645528316498,684.9337220191956,794.3012714385986,-0.4668211042881012,681.3173294067383,892.8885459899902,-0.42157819867134094,946.8681216239929,752.8416514396667,-0.2404453605413437,945.4256892204285,678.5672903060913,-0.43891167640686035,852.7992367744446,935.7686638832092,-0.4202205240726471,829.6006917953491,1014.0988826751709,-0.3602977395057678,1134.482741355896,860.9473705291748,-0.2879936099052429,1138.8423442840576,792.0355200767517,-0.3917868733406067,1035.1762771606445,948.2203722000122,-0.39806056022644043,992.149829864502,991.2213087081909,-0.37658625841140747
N,1803.8360919952393,1669.0330810546875,-5.486282316269353e-05,1720.5612955093384,1649.8638610839844,-0.04023412615060806,1685.5672636032104,1557.616195678711,-0.06446278095245361,1736.0607290267944,1463.0030364990234,-0.08281872421503067,1800.310230255127,1405.4197082519531,-0.08760737627744675,1666.4709386825562,1487.0613098144531,-0.058465611189603806,1635.8760528564453,1415.252197265625,-0.10896901786327362,1686.7953157424927,1472.6705932617188,-0.13075143098831177,1727.9875736236572,1525.6860809326172,-0.13858994841575623,1736.0964975357056,1462.6167297363281,-0.059027399867773056,1702.6516733169556,1362.461929321289,-0.11679335683584213,1730.0630350112915,1417.3081512451172,-0.14442139863967896,1747.7466306686401,1481.3731384277344,-0.15694309771060944,1809.0487813949585,1461.4361114501953,-0.0636221244931221,1816.7209997177124,1437.897216796875,-0.11651331931352615,1826.5362844467163,1539.6063079833984,-0.11885566264390945,1825.0134592056274,1610.7688751220703,-0.11128896474838257,1881.1060914993286,1474.8743133544922,-0.06955887377262115,1884.4986457824707,1481.3452606201172,-0.10893481224775314,1876.3019495010376,1554.3783874511719,-0.10954812914133072,1863.3101167678833,1598.7333526611328,-0.10484389960765839
N,530.8882892131805,441.3582800626755,-1.9768174752243795e-05,477.58644819259644,442.652188539505,0.0500965416431427,442.71017611026764,419.17903649806976,0.0700814500451088,419.97961699962616,390.8109697699547,0.08569815009832382,405.93311190605164,369.12840163707733,0.09478120505809784,448.6510455608368,378.4539569616318,0.02940577268600464,443.07830929756165,355.0074813961983,0.0874631330370903,446.12087309360504,361.2504526376724,0.12412155419588089,449.753075838089,371.7621371150017,0.14245428144931793,472.12886810302734,365.18215173482895,0.023152975365519524,462.0155543088913,344.56692093610764,0.09729397296905518,461.9016945362091,354.5738594532013,0.13652031123638153,465.4887020587921,366.6451437473297,0.14588800072669983,495.90539932250977,359.7887725830078,0.027369746938347816,481.95987939834595,341.09174340963364,0.09451150894165039,479.46904599666595,351.92871391773224,0.13032662868499756,481.0977727174759,363.5229623913765,0.13878510892391205,517.8923159837723,361.3405801653862,0.03580257296562195,501.13222002983093,345.66308158636093,0.09154060482978821,494.28628385066986,353.16529381275177,0.12799647450447083,493.75323951244354,361.54735267162323,0.14684756100177765
N,979.8354506492615,1587.9346132278442,-0.00015358727250713855,699.126660823822,1448.7295150756836,-0.19959236681461334,592.9375886917114,1177.771806716919,-0.35245683789253235,736.1637353897095,1006.9636106491089,-0.4800635874271393,922.9898452758789,920.2666878700256,-0.5676379203796387,711.8126153945923,684.6795082092285,-0.36181125044822693,586.2096548080444,538.0197763442993,-0.6243374347686768,527.5750160217285,889.000654220581,-0.7058389186859131,522.7380990982056,1148.6544609069824,-0.7127834558486938,985.9756231307983,735.0714802742004,-0.3790352940559387,924.2199659347534,485.1933717727661,-0.692328691482544,761.0942721366882,839.1609191894531,-0.7850102782249451,678.2412528991699,1098.4500646591187,-0.7948741912841797,1233.0052852630615,859.2501878738403,-0.41746506094932556,1178.9780855178833,890.842854976654,-0.7413113713264465,930.4510951042175,1225.1970767974854,-0.7539181113243103,801.3233542442322,1420.461893081665,-0.6787030696868896,1429.721474647522,1058.3267211914062,-0.462186723947525,1339.8561477661133,1086.861252784729,-0.6753111481666565,1147.670865058899,1290.8053398132324,-0.7199983596801758,1051.567792892456,1416.5005683898926,-0.7117855548858643
N,1770.3404054641724,1731.734390258789,-0.0001110078374040313,1677.1974325180054,1685.3535461425781,-0.0346422903239727,1639.6046028137207,1573.4461212158203,-0.05223248526453972,1687.1790027618408,1478.7621002197266,-0.06862598657608032,1737.099284172058,1424.8546600341797,-0.07694190740585327,1621.829683303833,1496.1811981201172,-0.0369313545525074,1589.6458892822266,1420.0377044677734,-0.08356968313455582,1641.6345291137695,1483.6089935302734,-0.11094968765974045,1686.5289545059204,1542.0189056396484,-0.12143773585557938,1698.5782489776611,1478.2098999023438,-0.03648519143462181,1661.482753753662,1365.803970336914,-0.09286832809448242,1689.7993631362915,1424.1270904541016,-0.12384089827537537,1708.9587268829346,1497.5330657958984,-0.13722513616085052,1776.2058067321777,1479.4093322753906,-0.041725967079401016,1777.197304725647,1438.1408386230469,-0.09616339206695557,1781.451093673706,1543.3971405029297,-0.10374648123979568,1776.1718139648438,1624.211196899414,-0.0966499075293541,1852.835651397705,1494.0026092529297,-0.04835242033004761,1848.1060905456543,1472.461166381836,-0.08832232654094696,1836.4276723861694,1547.8986511230469,-0.09150787442922592,1821.3378009796143,1597.7662811279297,-0.08637390285730362
N,2494.389009475708,2054.1155133247375,-5.8051115047419444e-05,2418.6781454086304,1946.4775533676147,-0.032031867653131485,2446.7479276657104,1780.0775876045227,-0.0542282834649086,2554.323034286499,1696.5428276062012,-0.07368512451648712,2664.2574977874756,1681.5581812858582,-0.09114040434360504,2487.9828357696533,1704.3711819648743,-0.04708092659711838,2486.515188217163,1598.2599411010742,-0.09640416502952576,2490.7965087890625,1666.1394972801208,-0.12627600133419037,2485.2827882766724,1742.5505714416504,-0.14279845356941223,2586.2878847122192,1749.5618915557861,-0.04928712546825409,2625.717616081238,1629.0580563545227,-0.10450739413499832,2605.535044670105,1681.7123079299927,-0.13700944185256958,2563.731265068054,1754.1034231185913,-0.1547655612230301,2672.1294593811035,1816.149241924286,-0.05501796677708626,2702.9798126220703,1744.5641250610352,-0.10571622103452682,2618.1971311569214,1832.877061843872,-0.1115034818649292,2531.5782165527344,1920.9172358512878,-0.10470527410507202,2746.946382522583,1894.9983763694763,-0.06167067214846611,2750.764274597168,1844.9386944770813,-0.1024775579571724,2669.4801807403564,1899.6217994689941,-0.10369496792554855,2592.9248428344727,1956.28422164917,-0.09561048448085785
N,2633.6280727386475,1760.1405725479126,-1.5165006516326685e-05,2555.5240058898926,1737.519697189331,-0.05415879189968109,2529.2770671844482,1704.9429178237915,-0.09791810810565948,2524.1797256469727,1711.5234608650208,-0.12923580408096313,2537.602415084839,1731.5599246025085,-0.15630024671554565,2594.057192802429,1600.2793889045715,-0.13447773456573486,2567.530746459961,1528.1542644500732,-0.189869686961174,2553.297429084778,1565.1001391410828,-0.22127103805541992,2546.622905731201,1606.8565459251404,-0.24219274520874023,2668.0439615249634,1634.9992685317993,-0.12932227551937103,2667.747530937195,1576.7834153175354,-0.20062923431396484,2635.8198738098145,1682.1484775543213,-0.23909683525562286,2608.737015724182,1754.8761882781982,-0.2583966851234436,2723.1571769714355,1692.2344298362732,-0.12119415402412415,2717.18318939209,1696.2937669754028,-0.18245472013950348,2656.594376564026,1816.8160371780396,-0.20182034373283386,2606.941137313843,1888.2630796432495,-0.20886284112930298,2758.8251781463623,1759.8616647720337,-0.11346793174743652,2753.009262084961,1811.4059286117554,-0.16099078953266144,2699.361276626587,1896.1296834945679,-0.17360447347164154,2638.8907384872437,1947.7410407066345,-0.17662103474140167
N,1430.574321269989,1861.1863231658936,-0.00017326716624666005,1280.6020603179932,1742.0006046295166,-0.010030236095190048,1240.1400961875916,1558.8755722045898,-0.005293415859341621,1319.556399822235,1441.6920356750488,0.001414288068190217,1399.2882313728333,1397.8966073989868,0.03379209712147713,1317.4215195178986,1442.0313625335693,-0.01667296513915062,1284.381831407547,1297.8172941207886,-0.061273202300071716,1279.723418712616,1416.3137645721436,-0.07785259932279587,1288.6000020503998,1499.6482954025269,-0.08589194715023041,1425.8035161495209,1451.0090913772583,-0.03565258905291557,1397.9528803825378,1285.7546081542969,-0.10816781222820282,1368.5137803554535,1424.6598234176636,-0.13432005047798157,1361.9610486030579,1521.5376415252686,-0.12930819392204285,1524.0101981163025,1480.1167335510254,-0.05720524862408638,1489.4012768268585,1366.3680753707886,-0.12609392404556274,1438.5465831756592,1513.3297700881958,-0.12924344837665558,1432.6191494464874,1605.8981370925903,-0.11026563495397568,1620.3299310207367,1530.0461473464966,-0.0802350789308548,1561.2523956298828,1447.2671298980713,-0.11935694515705109,1501.7507400512695,1540.0739469528198,-0.12273775041103363,1489.4231564998627,1601.2690124511719,-0.11172597855329514
N,259.6731036901474,1270.0383183956146,-0.00013196092913858593,179.95721474289894,1289.1335864067078,0.12391019612550735,107.58049786090851,1273.6949436664581,0.1772688925266266,71.52055576443672,1233.0568509101868,0.20632928609848022,58.09817276895046,1199.0995655059814,0.22919750213623047,42.75844898074865,1295.2159024477005,0.11546988785266876,16.453382559120655,1235.2854299545288,0.17956867814064026,44.023554772138596,1222.7160787582397,0.19465385377407074,60.89732609689236,1231.9641888141632,0.18262647092342377,47.88704216480255,1264.8627640008926,0.05847904831171036,18.23535840958357,1185.9632099866867,0.13581888377666473,58.40035155415535,1185.9727514982224,0.14097647368907928,83.01155269145966,1205.8976539373398,0.12145733088254929,62.301887199282646,1226.4436292648315,0.021156469359993935,42.62407869100571,1155.3182603120804,0.1100277453660965,87.39158883690834,1165.2481908798218,0.12524420022964478,111.4901527762413,1186.4782130718231,0.1023453027009964,83.93299765884876,1186.0904301404953,-0.01406554039567709,76.50979980826378,1138.6796134710312,0.06410189718008041,109.3338131904602,1154.7975323200226,0.08405508100986481,124.71659481525421,1176.6525235176086,0.07142029702663422
N,104.19761431217194,3541.9454956054688,1.0786548955366015e-05,146.6370769739151,3607.6871337890625,0.0547950379550457,155.42878937721252,3667.150360107422,0.09355515241622925,164.13331604003906,3711.496124267578,0.11804396659135818,183.77726697921753,3750.6428833007812,0.14031492173671722,131.99807745218277,3709.8067016601562,0.10638318955898285,156.12865352630615,3769.490203857422,0.12992264330387115,169.76538169384003,3801.0789184570312,0.14410187304019928,176.28148126602173,3823.3822631835938,0.15479207038879395,129.71306270360947,3720.72216796875,0.08422815799713135,154.01382458209991,3800.188201904297,0.11278443783521652,174.1992974281311,3834.9420776367188,0.12843622267246246,189.18414640426636,3856.269012451172,0.14337626099586487,132.63349962234497,3733.1770935058594,0.06087274104356766,153.22203409671783,3803.6002807617188,0.08696678280830383,174.52788889408112,3838.928741455078,0.10146161913871765,188.94060027599335,3861.612762451172,0.11413812637329102,134.0667608976364,3745.4078979492188,0.040319159626960754,153.34700191020966,3801.414276123047,0.06258337944746017,172.45848405361176,3828.842742919922,0.07801692187786102,190.72839152812958,3845.7012634277344,0.09080120176076889
N,1664.7141144275665,2253.3016929626465,-5.435495404526591e-05,1463.3735632896423,2141.9386100769043,-0.01835060492157936,1366.0023393630981,1925.8115072250366,-0.05822904035449028,1384.404526233673,1786.8424186706543,-0.12606628239154816,1429.6634359359741,1693.4446201324463,-0.1993114948272705,1483.078857421875,1662.0244884490967,-0.01990104280412197,1353.5029428005219,1556.0149393081665,-0.16694824397563934,1234.18905544281,1592.2591934204102,-0.2636799216270447,1163.9721179008484,1693.04172706604,-0.30184206366539,1601.5851545333862,1652.0507354736328,-0.0537097305059433,1449.012897491455,1562.2547149658203,-0.17514511942863464,1349.3528294563293,1749.4264888763428,-0.217360258102417,1325.7786333560944,1932.0224170684814,-0.21672606468200684,1737.4084067344666,1686.765869140625,-0.10192519426345825,1570.397177696228,1629.4271535873413,-0.21218657493591309,1506.2885842323303,1837.5099067687988,-0.2143060863018036,1509.7889864444733,1997.778127670288,-0.19511336088180542,1875.5329399108887,1752.0850610733032,-0.15850746631622314,1711.0975241661072,1704.6706581115723,-0.23889893293380737,1633.8885340690613,1839.66854763031,-0.23990413546562195,1623.0025906562805,1953.3499546051025,-0.222144216299057
